,Image,TRUE,Words
47,8_100.jpg,1,"['Rubble', 'Barbecue', 'Grilling', 'Cooking', 'Brick', 'Meat', 'Demolition', 'Scrap']"
48,9_75.jpg,1,"['Arch', 'Building', 'Architecture', 'Tree', 'House', 'Home', 'Stone wall']"
49,5_100.jpeg,1,"['Home', 'House', 'Property', 'Demolition', 'Building', 'Tree', 'Roof', 'Adaptation', 'Cottage', 'Geological phenomenon', 'Shack']"
50,23_25.jpeg,1,"['Home', 'Property', 'Flood', 'Land lot', 'House', 'Event', 'Waterway', 'Real estate', 'Cottage', 'Roof', 'Rural area', 'Building', 'Floodplain', 'Village', 'River', 'Geological phenomenon', 'Residential area']"
51,14_75(1).jpg,1,"['House', 'Home', 'Roof', 'Property', 'Siding', 'Residential area', 'Building', 'Real estate', 'Cottage', 'Land lot', 'Neighbourhood', 'Rural area', 'Yard', 'Suburb', 'Estate']"
52,7_75.jpg,1,"['Geological phenomenon', 'Property', 'Home', 'Earthquake', 'House', 'Shack', 'Event', 'Building', 'Roof', 'Tsunami', 'Demolition']"
53,13_0.jpg,0,"['Home', 'Property', 'House', 'Residential area', 'Roof', 'Real estate', 'Siding', 'Building', 'Suburb', 'Tree', 'Yard', 'Neighbourhood', 'Architecture', 'Grass', 'Landscape', 'Door', 'Estate', 'Window', 'Road', 'Garage door', 'Facade', 'Cottage', 'Road surface', 'Landscaping', 'Driveway', 'Backyard', 'Street', 'Asphalt']"
54,12_75.jpg,1,"['Geological phenomenon', 'Home', 'House', 'Earthquake', 'Neighbourhood', 'Building', 'Rubble', 'Event', 'Adaptation', 'Rural area', 'Roof', 'Demolition', 'Shack', 'Residential area']"
55,13_100.jpg,1,"['House', 'Home', 'Siding', 'Property', 'Roof', 'Building', 'Cottage', 'Real estate', 'Architecture', 'Log cabin', 'Farmhouse', 'Residential area', 'Window', 'Facade', 'Historic house', 'Porch']"
56,03_100.jpg,1,"['Demolition', 'Earthquake', 'Geological phenomenon', 'Waste', 'Building', 'Roof']"
57,11_0.jpg,0,"['Home', 'Property', 'House', 'Real estate', 'Building', 'Cottage', 'Residential area', 'Roof', 'Siding', 'Tree', 'Facade', 'Landscape', 'Estate', 'Land lot', 'Porch', 'Vacation', 'Landscaping', 'Suburb']"
58,11_25.jpg,1,"['Roof', 'Property', 'Building', 'House', 'Rural area', 'Home', 'Geological phenomenon', 'Cottage', 'Outdoor structure', 'Shed']"
59,05_50.jpg,1,"['Demolition', 'Property', 'Ruins', 'House', 'Building', 'Earthquake', 'Rubble', 'Home', 'Neighbourhood', 'Architecture', 'Real estate', 'Event', 'Geological phenomenon', 'Residential area']"
60,11_25(1).jpg,1,"['Roof', 'Property', 'Home', 'House', 'Brickwork', 'Building', 'Window', 'Sash window', 'Real estate', 'Architecture', 'Facade', 'Brick', 'Chimney', 'Outdoor structure', 'Siding', 'Cottage', 'Residential area', 'Estate']"
61,08_0.jpg,0,"['Home', 'Property', 'House', 'Residential area', 'Real estate', 'Building', 'Roof', 'Estate', 'Door', 'Facade', 'Architecture', 'Driveway', 'Land lot', 'Suburb', 'Yard', 'Garage door', 'Landscaping', 'Tree', 'Garage', 'Villa', 'Landscape', 'Plant', 'Concrete', 'Backyard', 'Lawn', 'Shade']"
62,03_25.jpg,1,"['Property', 'Home', 'House', 'Roof', 'Building', 'Residential area', 'Cottage', 'Estate', 'Real estate', 'Architecture', 'Farmhouse', 'Rural area', 'Land lot', 'Facade', 'Mansion', 'Manor house', 'Almshouse', 'Historic house', 'Window', 'Village', 'Farm', 'Suburb']"
63,09_50.jpg,1,"['House', 'Home', 'Property', 'Siding', 'Building', 'Real estate', 'Roof', 'Architecture', 'Cottage', 'Window', 'Mobile home', 'Porch', 'Log cabin', 'Farmhouse']"
64,04_0.jpg,0,"['Home', 'Property', 'House', 'Real estate', 'Residential area', 'Building', 'Siding', 'Roof', 'Estate', 'Cottage', 'Architecture', 'Tree', 'Neighbourhood', 'Farmhouse', 'Suburb', 'Window', 'Facade', 'Landscape', 'Plant', 'Landscaping', 'Historic house', 'Yard', 'Lawn']"
65,09_75.jpg,1,"['Geological phenomenon', 'Roof', 'Property', 'House', 'Home', 'Rural area', 'Real estate', 'Building', 'Architecture', 'Geology', 'Event', 'Rock', 'Cottage', 'Hill']"
66,22_25.jpg,1,"['Geological phenomenon', 'Property', 'House', 'Neighbourhood', 'Land lot', 'Soil', 'Cottage', 'Rural area', 'Village', 'Residential area', 'Tree', 'Home', 'Building', 'Roof', 'Rock', 'Road']"
67,05_75.jpg,1,"['House', 'Home', 'Building', 'Roof', 'Tree', 'Architecture', 'Historic house', 'Residential area', 'Mansion', 'Vehicle']"
68,06_25.jpg,1,"['Property', 'House', 'Residential area', 'Home', 'Building', 'Architecture', 'Roof', 'Real estate', 'Wall', 'Neighbourhood', 'Suburb', 'Facade', 'Door', 'Siding', 'Cottage', 'Fence', 'Estate', 'Arch', 'Street']"
69,12_50.jpg,1,"['House', 'Property', 'Home', 'Building', 'Roof', 'Architecture', 'Cottage', 'Neighbourhood', 'Tree', 'Rural area', 'Residential area', 'Siding', 'Demolition', 'Window', 'Ruins']"
70,5_100.jpg,1,"['House', 'Home', 'Property', 'Demolition', 'Building', 'Tree', 'Roof', 'Cottage', 'Geological phenomenon', 'Shack', 'Barn', 'Estate']"
71,06_100.jpg,1,"['Earthquake', 'Geological phenomenon', 'Demolition', 'Adaptation', 'Shack', 'Event', 'Rubble']"
72,14_25.jpg,1,"['House', 'Property', 'Home', 'Building', 'Real estate', 'Residential area', 'Roof', 'Architecture', 'Neighbourhood', 'Estate', 'Cottage', 'Brick', 'Siding', 'Facade', 'Winter']"
73,06_0.jpg,0,"['Home', 'Property', 'House', 'Real estate', 'Residential area', 'Building', 'Estate', 'Tree', 'Driveway', 'Facade', 'Architecture', 'Mansion', 'Door', 'Landscaping', 'Grass', 'Landscape', 'Concrete', 'Land lot', 'Plant', 'Road surface', 'Vacation', 'Palm tree', 'Yard', 'Villa', 'Gate']"
74,02_0.jpg,0,"['Home', 'House', 'Property', 'Real estate', 'Building', 'Residential area', 'Picket fence', 'Fence', 'Neighbourhood', 'Roof', 'Cottage', 'Home fencing', 'Siding', 'Architecture', 'Porch', 'Facade', 'Window', 'Outdoor structure', 'Door', 'Column', 'Suburb']"
75,9_75.jpeg,1,"['Architecture', 'Arch', 'Building', 'Tree', 'Real estate', 'House', 'Home', 'Stone wall', 'Facade']"
76,15_50.jpeg,1,"['Sky', 'Natural landscape', 'Building', 'Home', 'Roof', 'Architecture', 'Cottage', 'House', 'Farmhouse', 'Landscape', 'Hut', 'Facade', 'Mountain range', 'Rural area', 'Night', 'Mansion', 'Cloud', 'Mountain', 'Hill', 'Log cabin', 'Barn', 'Historic house', 'Chapel', 'Evening']"
77,07_75.jpg,1,"['Demolition', 'Property', 'House', 'Building', 'Vehicle', 'Neighbourhood', 'Roof', 'Car', 'Home']"
78,19_75.jpg,1,"['Property', 'House', 'Home', 'Residential area', 'Neighbourhood', 'Real estate', 'Building', 'Roof', 'Geological phenomenon', 'Architecture', 'Facade', 'Apartment', 'Siding', 'Suburb', 'Historic house']"
79,12_25(1).jpg,1,"['House', 'Property', 'Home', 'Vehicle', 'Car', 'Residential area', 'Roof', 'Building', 'Real estate', 'Neighbourhood', 'Mid-size car', 'Compact car', 'Apartment', 'Facade', 'Suburb', 'Cottage', 'Estate', 'Earthquake']"
80,15_75.jpg,1,"['Demolition', 'Rubble', 'Ruins', 'Earthquake', 'House', 'Roof', 'Wood', 'Rural area', 'Event', 'Adaptation', 'Building', 'Architecture', 'Home', 'Geological phenomenon', 'Scrap', 'Metal']"
81,10_100(1).jpg,1,"['House', 'Property', 'Building', 'Home', 'Shack', 'Rural area', 'Log cabin', 'Adaptation', 'Architecture', 'Hut', 'Ruins', 'Cottage', 'Shed']"
82,11_25.jpeg,1,"['Roof', 'Property', 'Geological phenomenon', 'Rural area', 'Building', 'House', 'Home', 'Cottage', 'Outdoor structure']"
83,4_100.jpg,1,"['Roof', 'House', 'Home', 'Property', 'Building', 'Architecture', 'Residential area', 'Real estate', 'Cottage', 'Tree', 'Rural area', 'Estate', 'Geological phenomenon', 'Siding', 'Landscape', 'Plant', 'Window', 'Farmhouse']"
84,02_50.jpg,1,"['Home', 'Property', 'House', 'Roof', 'Real estate', 'Building', 'Siding', 'Residential area', 'Land lot', 'Event', 'Geological phenomenon', 'Estate', 'Cottage']"
85,08_25.jpg,1,"['Home', 'House', 'Property', 'Residential area', 'Roof', 'Building', 'Siding', 'Real estate', 'Neighbourhood', 'Architecture', 'Yard', 'Wall', 'Grass', 'Backyard', 'Suburb', 'Window', 'Land lot', 'Tree', 'Cottage', 'Room', 'Facade', 'Lawn', 'Porch', 'Landscape', 'Landscaping', 'Driveway', 'Concrete', 'Estate']"
86,04_25.jpg,1,"['House', 'Home', 'Property', 'Residential area', 'Neighbourhood', 'Building', 'Architecture', 'Roof', 'Brickwork', 'Town', 'Real estate', 'Wall', 'Window', 'Siding', 'Urban area', 'Facade', 'Brick', 'Suburb', 'Sash window', 'Street', 'Cottage', 'Apartment', 'Wood', 'Vehicle', 'Lane', 'Road', 'Car']"
87,10_50.jpg,1,"['House', 'Home', 'Property', 'Residential area', 'Building', 'Roof', 'Neighbourhood', 'Town', 'Rural area', 'Tree', 'Architecture', 'Siding', 'Real estate', 'Window', 'Door', 'Brick', 'Cottage', 'Church', 'Landscape', 'Suburb', 'Plant', 'Facade', 'Shed']"
88,17_100.jpg,1,"['Roof', 'Geological phenomenon', 'Waste', 'Earthquake', 'House', 'Building']"
89,07_100.jpg,1,"['Ruins', 'Wood', 'Tree', 'House', 'Rubble', 'Home', 'Waste', 'Photography', 'Building', 'Geological phenomenon', 'Landscape', 'Plant', 'Rock', 'Metal', 'Scrap']"
90,07_0.jpg,0,"['Home', 'Property', 'House', 'Residential area', 'Real estate', 'Building', 'Estate', 'Tree', 'Siding', 'Facade', 'Yard', 'Architecture', 'Roof', 'Neighbourhood', 'Landscape', 'Cottage', 'Landscaping', 'Driveway', 'Land lot', 'Suburb', 'Plant', 'Historic house', 'Walkway', 'Lawn', 'Farmhouse']"
91,1_50.jpg,1,"['Home', 'House', 'Property', 'Roof', 'Siding', 'Building', 'Neighbourhood', 'Demolition', 'Geological phenomenon', 'Earthquake', 'Residential area']"
92,18_75.jpeg,1,"['Property', 'House', 'Home', 'Roof', 'Land lot', 'Neighbourhood', 'Building', 'Rural area', 'Cottage', 'Residential area', 'Shack', 'Real estate', 'Asphalt', 'Shed', 'Siding', 'Barn', 'Facade']"
93,14_50.jpg,1,"['Home', 'House', 'Siding', 'Property', 'Roof', 'Building', 'Real estate', 'Cottage', 'Residential area', 'Architecture', 'Estate', 'Facade', 'Porch', 'Farmhouse', 'Historic house', 'Window']"
94,13_25.jpeg,1,"['Property', 'Building', 'House', 'Residential area', 'Town', 'Home', 'Facade', 'Cottage', 'Neighbourhood', 'Real estate', 'Village', 'Architecture', 'Rural area', 'Roof', 'Suburb', 'Window']"
95,12_25.jpg,1,"['Property', 'House', 'Roof', 'Home', 'Cottage', 'Building', 'Real estate', 'Vehicle', 'Car', 'Land lot', 'Estate', 'Residential area', 'Family car']"
96,06_50.jpg,1,"['Home', 'Property', 'Roof', 'House', 'Real estate', 'Residential area', 'Building', 'Land lot', 'Siding', 'Architecture', 'Estate', 'Facade']"
97,05_0.jpg,0,"['Home', 'Property', 'House', 'Residential area', 'Garage door', 'Real estate', 'Building', 'Roof', 'Door', 'Siding', 'Driveway', 'Architecture', 'Tree', 'Estate', 'Facade', 'Window', 'Garage', 'Suburb', 'Concrete', 'Shade', 'Asphalt', 'Road surface']"
98,11_75.jpg,1,"['Demolition', 'Earthquake', 'Building', 'Ruins', 'Architecture', 'Event', 'House', 'Rubble']"
99,05_100.jpg,1,"['Scrap', 'Waste', 'Demolition', 'Earthquake', 'Pollution', 'Metal', 'Drink', 'Event', 'Rubble', 'Ruins', 'Litter']"
100,15_100.jpg,1,"['Roof', 'Property', 'Geological phenomenon', 'House', 'Residential area', 'Home', 'Neighbourhood', 'Building', 'Land lot', 'Rural area', 'Real estate', 'Event', 'Earthquake', 'Siding']"
101,6_100.jpg,1,"['Scrap', 'Earthquake', 'Waste', 'Geological phenomenon', 'Event', 'Demolition', 'Tsunami', 'Vehicle', 'Metal']"
102,03_75.jpg,1,"['Roof', 'House', 'Home', 'Earthquake', 'Demolition', 'Shack', 'Building', 'Geological phenomenon']"
103,12_25.jpeg,1,"['Property', 'House', 'Roof', 'Home', 'Cottage', 'Building', 'Real estate', 'Vehicle', 'Car', 'Land lot', 'Estate', 'Residential area', 'Family car']"
104,10_25.jpg,1,"['Home', 'House', 'Property', 'Neighbourhood', 'Winter', 'Snow', 'Residential area', 'Building', 'Real estate', 'Architecture', 'Roof', 'Tree', 'Siding', 'Freezing', 'Rural area', 'Cottage', 'Historic house', 'Facade', 'Window', 'Ice', 'Street', 'Suburb', 'Estate']"
105,04_50.jpg,1,"['House', 'Property', 'Building', 'Home', 'Tree', 'Shack', 'Shed', 'Rural area', 'Sky', 'Cottage', 'Architecture', 'Farmhouse', 'Log cabin', 'Siding', 'Roof', 'Winter', 'Forest']"
106,08_50.jpg,1,"['House', 'Rural area', 'Adaptation', 'Home', 'Shack', 'Land lot', 'Building', 'Demolition', 'Wood']"
107,20_50.jpeg,1,"['House', 'Home', 'Property', 'Building', 'Window', 'Wall', 'Porch', 'Siding', 'Facade', 'Cottage', 'Tree', 'Real estate', 'Neighbourhood', 'Architecture', 'Residential area', 'Roof', 'Brick']"
108,02_25.jpg,1,"['Property', 'Home', 'Land lot', 'House', 'Farm', 'Real estate', 'Roof', 'Rural area', 'Yard', 'Building', 'Photography', 'Barn', 'Shed', 'Cottage', 'Grass', 'Tree', 'Panorama', 'Backyard', 'Landscape', 'Farmhouse', 'Estate']"
109,14_100.jpg,1,"['House', 'Geological phenomenon', 'Home', 'Earthquake', 'Rural area', 'Event', 'Demolition', 'Shack', 'Building', 'Roof']"
110,04_100.jpg,1,"['Earthquake', 'House', 'Demolition', 'Roof', 'Home', 'Event', 'Geological phenomenon', 'Building', 'Wood', 'Rubble']"
111,20_50.jpg,1,"['House', 'Home', 'Property', 'Building', 'Window', 'Porch', 'Wall', 'Siding', 'Cottage', 'Facade', 'Real estate', 'Tree', 'Architecture', 'Brick', 'Roof', 'Residential area']"
112,01_75.jpg,1,"['Home', 'Rural area', 'House', 'Land lot', 'Adaptation', 'Shack', 'Event', 'Geological phenomenon', 'Building']"
113,6_100.jpeg,1,"['Scrap', 'Earthquake', 'Waste', 'Geological phenomenon', 'Event', 'Tsunami', 'Demolition', 'Vehicle', 'Metal']"
114,flood_2.jpeg,1,"['Property', 'Roof', 'House', 'Home', 'Cottage', 'Real estate', 'Geological phenomenon', 'Building', 'Flood', 'Event', 'Architecture', 'Rural area', 'Landscape', 'Village', 'Estate', 'Residential area']"
115,01_0.jpg,0,"['Home', 'House', 'Property', 'Residential area', 'Building', 'Real estate', 'Siding', 'Architecture', 'Roof', 'Neighbourhood', 'Estate', 'Mansion', 'Historic house', 'Facade', 'Window', 'Tree', 'Sash window', 'Cottage', 'Landscaping', 'Suburb', 'Porch', 'Farmhouse', 'Lawn', 'Cargo', 'Villa']"
116,13_75.jpg,1,"['Home', 'House', 'Property', 'Roof', 'Residential area', 'Building', 'Siding', 'Neighbourhood', 'Real estate', 'Architecture', 'Sky', 'Window', 'Cottage', 'Porch', 'Rural area', 'Historic house', 'Facade', 'Suburb', 'Estate', 'Wood', 'Landscape', 'Mansion', 'Rock']"
117,03_0.jpg,0,"['Home', 'House', 'Residential area', 'Property', 'Building', 'Real estate', 'Estate', 'Architecture', 'Roof', 'Neighbourhood', 'Mansion', 'Facade', 'Tree', 'Historic house', 'Suburb', 'Siding', 'Window', 'Cottage', 'Villa', 'Plant', 'Landscaping', 'Porch', 'North american fraternity and sorority housing']"
118,13_25(1).jpg,1,"['House', 'Home', 'Property', 'Roof', 'Building', 'Residential area', 'Real estate', 'Siding', 'Architecture', 'Cottage', 'Neighbourhood', 'Rural area', 'Estate', 'Window', 'Facade', 'Farmhouse', 'Wood', 'Landscape', 'Plant', 'Yard', 'Porch', 'Suburb']"
119,19_75.jpeg,1,"['Property', 'House', 'Home', 'Residential area', 'Real estate', 'Neighbourhood', 'Building', 'Roof', 'Geological phenomenon', 'Architecture', 'Facade', 'Apartment', 'Siding', 'Historic house']"
